date,geography,geography code,Ethnic group: Total: All usual residents,"Ethnic group: Asian, Asian British or Asian Welsh","Ethnic group: Asian, Asian British or Asian Welsh: Bangladeshi","Ethnic group: Asian, Asian British or Asian Welsh: Chinese","Ethnic group: Asian, Asian British or Asian Welsh: Indian","Ethnic group: Asian, Asian British or Asian Welsh: Pakistani","Ethnic group: Asian, Asian British or Asian Welsh: Other Asian","Ethnic group: Black, Black British, Black Welsh, Caribbean or African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: African","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Caribbean","Ethnic group: Black, Black British, Black Welsh, Caribbean or African: Other Black",Ethnic group: Mixed or Multiple ethnic groups,Ethnic group: Mixed or Multiple ethnic groups: White and Asian,Ethnic group: Mixed or Multiple ethnic groups: White and Black African,Ethnic group: Mixed or Multiple ethnic groups: White and Black Caribbean,Ethnic group: Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Ethnic group: White,"Ethnic group: White: English, Welsh, Scottish, Northern Irish or British",Ethnic group: White: Irish,Ethnic group: White: Gypsy or Irish Traveller,Ethnic group: White: Roma,Ethnic group: White: Other White,Ethnic group: Other ethnic group,Ethnic group: Other ethnic group: Arab,Ethnic group: Other ethnic group: Any other ethnic group
2021,Hartlepool,E06000001,92338,1600,278,217,335,297,473,445,327,57,61,671,240,115,143,173,89068,87761,170,37,19,1081,554,270,284
2021,Middlesbrough,E06000002,143922,15090,595,669,2804,8990,2032,3816,3339,162,315,3001,1110,650,570,671,118547,114421,434,160,320,3212,3468,1452,2016
2021,Redcar and Cleveland,E06000003,136530,1160,158,208,175,283,336,265,182,48,35,1185,460,215,270,240,133388,131789,350,87,14,1148,532,321,211
2021,Stockton-on-Tees,E06000004,196593,9052,236,690,1812,4875,1439,2203,1823,130,250,2737,1131,469,412,725,180937,177526,528,145,143,2595,1664,558,1106
2021,Darlington,E06000005,107796,2966,759,308,1086,195,618,701,456,135,110,1472,516,198,384,374,101725,97320,342,434,104,3525,932,329,603
2021,Halton,E06000006,128478,1436,58,418,375,125,460,511,293,84,134,1791,461,342,530,458,123976,120301,685,91,68,2831,764,241,523
2021,Warrington,E06000007,210973,6954,197,1326,2347,1760,1324,1576,1075,277,224,3335,1204,593,785,753,197305,185940,1366,115,167,9717,1803,393,1410
2021,Blackburn with Darwen,E06000008,154741,55178,1473,400,24389,27525,1391,1406,1061,170,175,2596,1329,231,368,668,93392,87997,589,101,143,4562,2169,841,1328
2021,Blackpool,E06000009,141039,3676,442,542,892,572,1228,711,449,175,87,2210,645,408,638,519,133550,127445,808,236,207,4854,892,216,676
2021,"Kingston upon Hull, City of",E06000010,267013,7515,1279,1234,1259,1292,2451,5065,4292,232,541,4513,1172,1144,948,1249,244989,223962,455,451,286,19835,4931,1443,3488
2021,East Riding of Yorkshire,E06000011,342215,3686,129,766,1210,528,1053,894,617,173,104,3197,1092,547,707,851,333162,323838,1063,324,118,7819,1276,368,908
2021,North East Lincolnshire,E06000012,156967,2437,318,438,543,336,802,846,644,98,104,1617,502,306,377,432,151030,145362,320,65,127,5156,1037,366,671
2021,North Lincolnshire,E06000013,169684,5622,1840,451,1126,1013,1192,818,663,85,70,1820,717,289,356,458,160052,150554,556,168,226,8548,1372,224,1148
2021,York,E06000014,202821,7634,413,2889,1853,545,1934,1325,978,208,139,3741,1579,494,631,1037,188167,176963,1317,368,222,9297,1954,623,1331
2021,Derby,E06000015,261364,40901,827,1416,12631,21034,4993,10482,6110,3056,1316,9562,2412,924,4178,2048,192871,173077,1982,408,1163,16241,7548,1032,6516
2021,Leicester,E06000016,368571,159977,7055,2481,126421,12673,11347,28766,21536,4466,2764,13899,3659,1776,5025,3439,150657,122395,1789,457,839,25177,15272,3402,11870
2021,Rutland,E06000017,41050,634,19,149,236,60,170,552,251,213,88,744,249,93,236,166,38909,37372,265,86,18,1168,211,13,198
2021,Nottingham,E06000018,323635,48217,2223,4263,11515,21684,8532,32215,18740,9339,4136,19063,3363,2129,10129,3442,213430,185580,2360,269,1130,24091,10710,3673,7037
2021,"Herefordshire, County of",E06000019,187032,2218,55,339,843,139,842,567,340,150,77,1980,689,280,473,538,181248,170419,727,431,161,9510,1019,224,795
2021,Telford and Wrekin,E06000020,185543,10067,207,818,4559,3368,1115,5351,3962,748,641,4844,1315,676,2083,770,163638,153936,723,203,187,8589,1643,242,1401
2021,Stoke-on-Trent,E06000021,258369,25597,1577,1073,2772,15579,4596,6884,5048,916,920,5860,1783,1020,2040,1017,215699,202906,572,295,428,11498,4329,690,3639
2021,Bath and North East Somerset,E06000022,193409,6389,359,2089,1787,278,1876,1846,980,616,250,5256,1846,595,1505,1310,178308,165478,1427,71,218,11114,1610,552,1058
2021,"Bristol, City of",E06000023,472467,31269,2616,5466,8302,9064,5821,27890,18149,6803,2938,21116,5556,2621,7714,5225,383142,338452,4288,273,966,39163,9050,2540,6510
2021,North Somerset,E06000024,216729,3322,433,725,1067,148,949,1139,733,251,155,3635,1191,497,1007,940,207429,195915,1210,187,169,9948,1204,247,957
2021,South Gloucestershire,E06000025,290424,11094,581,2113,4867,1352,2181,4534,2787,1219,528,7289,1953,905,2711,1720,264856,249160,1327,443,373,13553,2651,751,1900
2021,Plymouth,E06000026,264695,5947,537,1430,1403,389,2188,2786,2022,460,304,4656,1349,860,1108,1339,248727,236802,1055,165,168,10537,2579,677,1902
2021,Torbay,E06000027,139324,2254,129,435,527,162,1001,447,264,135,48,2084,679,288,581,536,133922,128375,714,41,78,4714,617,136,481
2021,Swindon,E06000030,233411,27173,1403,1156,17643,2025,4946,6123,4149,1044,930,6495,1694,1051,1972,1778,190142,173231,1545,177,537,14652,3478,344,3134
2021,Peterborough,E06000031,215670,30801,442,990,7169,16972,5228,8751,6225,1419,1107,7617,2021,1627,1990,1979,162581,128353,1177,551,938,31562,5920,897,5023
2021,Luton,E06000032,225261,83325,20630,901,12096,41143,8555,22735,11774,8216,2745,9620,2429,1268,3486,2437,101798,71532,4570,238,808,24650,7783,2106,5677
2021,Southend-on-Sea,E06000033,180685,9864,1615,1170,2828,1765,2486,5153,3590,839,724,5553,1527,1045,1580,1401,158079,147442,1569,106,241,8721,2036,402,1634
2021,Thurrock,E06000034,175993,12205,2502,997,3982,2145,2579,20877,16171,2174,2532,5252,1099,1115,1693,1345,134984,116430,993,428,322,16811,2675,369,2306
2021,Medway,E06000035,279773,16484,1962,1273,7693,2125,3431,15723,11266,2552,1905,7859,2158,1394,2425,1882,235747,218953,1866,749,469,13710,3960,452,3508
2021,Bracknell Forest,E06000036,124605,8879,219,828,3774,947,3111,2993,2072,554,367,3843,1337,565,970,971,107269,96950,1038,161,164,8956,1621,310,1311
2021,West Berkshire,E06000037,161447,5990,398,801,3087,658,1046,2030,1095,627,308,3857,1274,501,1054,1028,148384,138253,1404,190,158,8379,1186,279,907
2021,Reading,E06000038,174223,30841,1132,2694,10777,8279,7959,12532,7665,3293,1574,8962,2117,1249,3555,2041,116886,93167,2040,107,573,20999,5002,1282,3720
2021,Slough,E06000039,158500,74093,910,594,30209,34317,8063,11992,7815,2771,1406,6311,1945,824,1854,1688,57134,38101,1143,237,357,17296,8970,1826,7144
2021,Windsor and Maidenhead,E06000040,153497,20072,405,1329,9823,6177,2338,2358,1433,628,297,5238,2195,617,926,1500,122551,105991,2176,287,197,13900,3278,816,2462
2021,Wokingham,E06000041,177502,22868,388,2392,12412,5241,2435,4306,2914,864,528,5574,2212,667,1304,1391,141851,129087,1504,331,179,10750,2903,948,1955
2021,Milton Keynes,E06000042,287060,35645,3189,2913,15348,7163,7032,27851,21502,2975,3374,11725,2973,2551,2997,3204,206114,178568,2382,156,578,24430,5725,1349,4376
2021,Brighton and Hove,E06000043,277103,13217,1729,3065,3633,929,3861,5458,3949,988,521,13228,4198,2334,2410,4286,236571,204831,3944,197,787,26812,8629,3049,5580
2021,Portsmouth,E06000044,208001,14370,4742,2116,3104,603,3805,7070,5369,950,751,5487,1540,1244,1176,1527,177277,161664,1066,118,324,14105,3797,1007,2790
2021,Southampton,E06000045,248920,26414,2064,4149,9169,4248,6784,7539,5627,1103,809,8309,2444,1535,2173,2157,200829,169481,1643,340,578,28787,5829,1311,4518
2021,Isle of Wight,E06000046,140459,1663,153,250,316,98,846,478,296,128,54,1720,584,207,497,432,136219,131697,830,67,75,3550,379,88,291
2021,County Durham,E06000047,522067,7834,300,2838,2148,730,1818,1740,1202,284,254,4949,1962,914,906,1167,505471,494638,1384,798,157,8494,2073,825,1248
2021,Cheshire East,E06000049,398772,9531,626,1543,3480,1437,2445,2422,1472,608,342,7059,2473,884,1952,1750,376543,357337,2559,345,418,15884,3217,709,2508
2021,Cheshire West and Chester,E06000050,357149,7231,742,1337,2338,656,2158,2107,1515,373,219,5291,1961,904,1181,1245,340361,325620,2651,354,221,11515,2159,595,1564
2021,Shropshire,E06000051,323607,4324,237,909,1614,443,1121,1117,576,300,241,3861,1259,400,1126,1076,312876,301918,1506,349,158,8945,1429,386,1043
2021,Cornwall,E06000052,570305,4032,319,1033,784,233,1663,1058,574,302,182,7030,2446,895,1693,1996,552130,533882,2455,717,289,14787,6055,298,5757
2021,Isles of Scilly,E06000053,2055,6,0,1,0,0,5,4,2,2,0,23,8,8,2,5,2004,1926,9,1,0,68,18,0,18
2021,Wiltshire,E06000054,510333,10876,934,1494,2810,396,5242,5786,2984,1589,1213,8709,2703,1161,2479,2366,481413,459594,2591,711,260,18257,3549,637,2912
2021,Bedford,E06000055,185224,23263,4486,756,10074,5297,2650,9848,5448,3227,1173,8586,2146,939,3638,1863,140174,118779,1798,208,483,18906,3353,557,2796
2021,Central Bedfordshire,E06000056,294251,10321,572,1368,4684,1312,2385,7018,3942,2148,928,8885,2572,1095,3121,2097,265545,245769,3527,436,297,15516,2482,493,1989
2021,Northumberland,E06000057,320566,3374,302,521,1183,514,854,598,400,124,74,2557,1033,440,456,628,313027,308015,910,176,62,3864,1010,268,742
2021,"Bournemouth, Christchurch and Poole",E06000058,400195,13551,1219,2569,4678,596,4489,4233,2833,917,483,11093,3213,1839,2660,3381,365510,329609,2611,489,864,31937,5808,1371,4437
2021,Dorset,E06000059,379580,4305,463,815,926,242,1859,1082,605,296,181,4436,1635,601,1011,1189,368415,356270,1917,580,161,9487,1342,223,1119
2021,Buckinghamshire,E06000060,553078,68318,1673,3010,24181,29546,9908,14269,6811,5668,1790,19570,6744,1902,5940,4984,442164,401489,6370,623,550,33132,8757,1561,7196
2021,North Northamptonshire,E06000061,359523,12726,1104,1005,7325,1029,2263,11017,6889,2473,1655,8175,1926,1320,3024,1905,324664,289274,2590,365,736,31699,2941,338,2603
2021,West Northamptonshire,E06000062,425723,22463,4660,1892,9661,2916,3334,20661,14304,3647,2710,12116,2720,1797,4619,2980,365758,319509,3872,340,1409,40628,4725,685,4040
2021,Cambridge,E07000008,145674,21626,2874,6362,5916,1500,4974,3561,2519,639,403,7410,2987,1010,1152,2261,108570,77195,1885,110,885,28495,4507,1141,3366
2021,East Cambridgeshire,E07000009,87763,1688,118,344,537,147,542,705,460,119,126,1883,618,312,327,626,82912,75897,664,265,118,5968,575,87,488
2021,Fenland,E07000010,102461,1232,72,245,387,85,443,814,455,223,136,1412,382,220,416,394,98280,88028,434,593,167,9058,723,47,676
2021,Huntingdonshire,E07000011,180832,5745,417,687,1779,1261,1601,2646,1766,483,397,4057,1220,636,1010,1191,167116,154089,1255,272,128,11372,1268,167,1101
2021,South Cambridgeshire,E07000012,162117,9399,420,1956,4205,857,1961,2019,1431,341,247,4591,1832,600,788,1371,144285,128985,1447,478,175,13200,1823,414,1409
2021,Allerdale,E07000026,96153,540,43,139,103,34,221,84,59,19,6,627,241,74,137,175,94667,92981,241,53,33,1359,235,38,197
2021,Barrow-in-Furness,E07000027,67406,949,59,227,240,54,369,250,223,14,13,550,227,67,115,141,65412,64485,179,21,17,710,245,85,160
2021,Carlisle,E07000028,110025,1628,179,365,430,133,521,337,273,42,22,973,348,186,161,278,106508,102004,437,188,84,3795,579,197,382
2021,Copeland,E07000029,67076,547,56,122,123,51,195,185,141,34,10,450,175,59,99,117,65714,64851,163,23,11,666,180,61,119
2021,Eden,E07000030,54737,435,78,86,133,21,117,87,50,27,10,368,134,45,69,120,53699,51891,203,49,30,1526,148,20,128
2021,South Lakeland,E07000031,104450,812,31,192,165,63,361,251,120,102,29,1034,363,159,214,298,102025,97960,446,34,73,3512,328,60,268
2021,Amber Valley,E07000032,126204,1208,37,282,496,112,281,381,180,149,52,1548,467,169,619,293,122767,119934,453,66,35,2279,300,26,274
2021,Bolsover,E07000033,80270,722,12,152,266,86,206,419,246,111,62,744,190,102,288,164,78143,74852,198,96,34,2963,242,42,200
2021,Chesterfield,E07000034,103568,1950,75,363,679,416,417,839,444,260,135,1498,363,185,594,356,98857,96392,415,30,38,1982,424,83,341
2021,Derbyshire Dales,E07000035,71535,518,10,117,160,100,131,169,57,71,41,723,290,77,172,184,69940,68326,355,38,9,1212,185,47,138
2021,Erewash,E07000036,112908,1788,44,320,921,149,354,871,347,405,119,2048,518,198,979,353,107769,104400,532,38,60,2739,432,62,370
2021,High Peak,E07000037,90935,694,7,221,140,77,249,223,119,70,34,1185,377,163,346,299,88614,86183,639,20,12,1760,219,30,189
2021,North East Derbyshire,E07000038,102003,952,20,216,327,110,279,324,170,107,47,1170,372,141,421,236,99367,97657,306,45,15,1344,190,23,167
2021,South Derbyshire,E07000039,107206,3841,29,287,2630,401,494,855,465,294,96,1934,616,189,786,343,99836,96634,437,72,50,2643,740,88,652
2021,East Devon,E07000040,150823,1459,181,304,273,28,673,348,202,99,47,1720,624,223,387,486,146847,142011,710,147,56,3923,449,89,360
2021,Exeter,E07000041,130707,6375,513,2020,1588,274,1980,1137,893,137,107,3308,1305,484,503,1016,118034,108095,875,100,181,8783,1853,802,1051
2021,Mid Devon,E07000042,82853,562,24,182,168,15,173,101,63,22,16,899,319,122,194,264,81068,77699,326,142,47,2854,223,33,190
2021,North Devon,E07000043,98612,1135,87,191,324,90,443,325,179,80,66,1174,417,136,297,324,95639,92944,387,58,54,2196,339,82,257
2021,South Hams,E07000044,88628,614,34,158,175,35,212,149,71,61,17,1048,413,107,210,318,86427,83481,456,81,51,2358,390,147,243
2021,Teignbridge,E07000045,134802,1004,111,251,190,34,418,216,136,51,29,1564,568,190,313,493,131668,127937,575,131,39,2986,350,68,282
2021,Torridge,E07000046,68114,356,12,110,66,13,155,75,31,31,13,630,250,65,149,166,66920,65452,288,54,16,1110,133,19,114
2021,West Devon,E07000047,57094,337,18,97,70,10,142,122,68,26,28,626,223,66,113,224,55847,54196,271,40,34,1306,162,44,118
2021,Eastbourne,E07000061,101680,3544,466,550,906,170,1452,1308,883,259,166,2802,812,508,659,823,92342,83465,960,77,136,7704,1684,445,1239
2021,Hastings,E07000062,90995,2536,343,366,595,125,1107,1262,782,304,176,2639,724,404,758,753,83191,77418,780,128,164,4701,1367,330,1037
2021,Lewes,E07000063,99909,1899,249,376,482,98,694,722,436,182,104,2461,795,405,531,730,94101,88830,811,100,67,4293,726,186,540
2021,Rother,E07000064,93114,1390,118,265,427,27,553,561,344,163,54,1702,568,265,421,448,88993,85362,782,168,47,2634,468,126,342
2021,Wealden,E07000065,160152,2250,246,437,712,83,772,646,371,196,79,2709,1060,389,524,736,153809,146968,1092,397,104,5248,738,158,580
2021,Basildon,E07000066,187567,7995,729,735,3855,864,1812,8913,6402,1279,1232,4938,1143,892,1733,1170,164116,154045,1227,237,281,8326,1605,243,1362
2021,Braintree,E07000067,155265,2566,221,365,834,229,917,1889,1205,442,242,3014,880,437,844,853,146981,140283,1085,161,67,5385,815,106,709
2021,Brentwood,E07000068,77048,3913,293,510,2015,267,828,1747,1164,368,215,2368,809,321,633,605,68194,63696,1008,95,77,3318,826,166,660
2021,Castle Point,E07000069,89582,1550,189,264,541,164,392,1179,827,190,162,1446,419,155,512,360,84981,82997,528,31,32,1393,426,32,394
2021,Chelmsford,E07000070,181523,9646,841,1133,4728,1124,1820,4756,3373,796,587,4724,1438,722,1354,1210,160701,150758,1536,255,147,8005,1696,384,1312
2021,Colchester,E07000071,192716,9907,767,1834,3027,743,3536,6661,4904,961,796,5602,1659,982,1428,1533,167701,155488,1192,175,244,10602,2845,731,2114
2021,Epping Forest,E07000072,134980,9678,703,785,4712,1930,1548,3932,1941,1438,553,4896,1306,588,1481,1521,113469,101994,1657,142,160,9516,3005,330,2675
2021,Harlow,E07000073,93330,5555,740,817,1613,1197,1188,5827,4156,909,762,3048,623,587,1051,787,77214,67993,743,182,193,8103,1686,301,1385
2021,Maldon,E07000074,66211,741,143,127,224,36,211,236,119,76,41,897,328,107,230,232,64129,62268,439,176,44,1202,208,16,192
2021,Rochford,E07000075,85662,1185,77,266,439,97,306,633,402,140,91,1432,493,198,431,310,82116,80339,462,104,31,1180,296,36,260
2021,Tendring,E07000076,148293,1794,131,505,462,88,608,910,454,323,133,2393,605,361,884,543,142656,138604,1142,110,36,2764,540,75,465
2021,Uttlesford,E07000077,91344,1722,170,273,572,128,579,709,377,207,125,2016,731,262,498,525,86296,81245,844,105,83,4019,601,79,522
2021,Cheltenham,E07000078,118836,4922,480,864,2005,292,1281,1181,813,217,151,2949,1139,390,641,779,108559,98932,1031,80,158,8358,1225,322,903
2021,Cotswold,E07000079,90830,1195,56,235,387,52,465,402,261,78,63,1393,493,171,288,441,87510,83545,635,71,57,3202,330,33,297
2021,Forest of Dean,E07000080,87004,625,16,151,139,35,284,242,117,82,43,925,303,135,257,230,84869,82401,314,103,63,1988,343,27,316
2021,Gloucester,E07000081,132414,8543,802,497,4481,1160,1603,4826,2149,1912,765,5014,869,569,2694,882,112461,103317,800,224,296,7824,1570,332,1238
2021,Stroud,E07000082,121104,1256,99,236,440,65,416,528,257,186,85,2171,786,259,579,547,116701,111896,711,126,59,3909,448,77,371
2021,Tewkesbury,E07000083,94882,1924,111,229,798,112,674,595,341,151,103,1699,531,192,591,385,90206,85720,537,360,81,3508,458,73,385
2021,Basingstoke and Deane,E07000084,185154,10967,480,1057,4745,709,3976,3611,2514,680,417,4717,1454,711,1461,1091,163840,151572,1330,223,237,10478,2019,344,1675
2021,East Hampshire,E07000085,125742,2370,199,365,612,223,971,658,446,134,78,2079,868,258,363,590,119993,113814,749,278,83,5069,642,96,546
2021,Eastleigh,E07000086,136444,5256,372,865,2634,367,1018,1300,949,179,172,2817,1076,469,575,697,126083,120242,633,198,97,4913,988,199,789
2021,Fareham,E07000087,114512,2114,143,562,834,121,454,670,403,181,86,1727,704,231,343,449,109499,106212,484,109,58,2636,502,107,395
2021,Gosport,E07000088,81949,1169,92,312,337,23,405,984,439,405,140,1210,342,190,319,359,78136,75763,310,42,29,1992,450,49,401
2021,Hart,E07000089,99404,3595,161,519,1318,217,1380,843,514,225,104,2231,919,299,408,605,91952,86414,769,246,78,4445,783,120,663
2021,Havant,E07000090,124210,2107,178,424,905,73,527,750,463,155,132,1719,557,372,352,438,119127,115732,485,69,49,2792,507,108,399
2021,New Forest,E07000091,175782,2103,176,435,577,72,843,703,399,162,142,2215,801,327,478,609,170118,163847,833,480,115,4843,643,87,556
2021,Rushmoor,E07000092,99759,14658,297,507,2105,1223,10526,2531,1448,652,431,2578,829,412,707,630,77219,70917,658,190,108,5346,2773,180,2593
2021,Test Valley,E07000093,130491,4284,248,676,1666,337,1357,1458,974,241,243,2312,835,378,454,645,121457,114873,607,170,89,5718,980,188,792
2021,Winchester,E07000094,127444,3917,271,793,1102,206,1545,792,499,199,94,2590,1111,316,409,754,119305,112304,902,374,87,5638,840,186,654
2021,Broxbourne,E07000095,99007,3657,316,420,1391,322,1208,6588,3802,1966,820,3930,749,451,1309,1421,80301,67891,1310,155,183,10762,4531,204,4327
2021,Dacorum,E07000096,155081,8948,461,757,3397,2588,1745,4411,2822,1023,566,5266,1687,697,1536,1346,134602,122107,2102,194,202,9997,1854,396,1458
2021,Hertsmere,E07000098,107827,11320,381,1059,6660,787,2433,5181,3713,890,578,4038,1240,508,948,1342,83145,68032,2155,167,282,12509,4143,363,3780
2021,North Hertfordshire,E07000099,133210,6956,581,709,3811,536,1319,3235,1458,1331,446,4913,1455,509,1820,1129,116620,108298,1684,39,81,6518,1486,291,1195
2021,Three Rivers,E07000102,93772,14265,227,712,10166,1176,1984,2233,1235,746,252,3390,1346,343,768,933,72316,63706,1977,86,90,6457,1568,296,1272
2021,Watford,E07000103,102245,25037,493,1024,9954,8197,5369,6488,3954,1733,801,4844,1408,692,1300,1444,62228,46820,2149,80,343,12836,3648,763,2885
2021,Ashford,E07000105,132747,7668,336,578,1720,404,4630,3424,2504,572,348,2877,898,438,775,766,116896,109673,776,686,79,5682,1882,298,1584
2021,Canterbury,E07000106,157429,6377,431,1357,1994,541,2054,3906,2928,647,331,4316,1408,661,983,1264,140473,129887,1311,391,190,8694,2357,675,1682
2021,Dartford,E07000107,116754,11513,1052,1165,5123,760,3413,12282,9812,1141,1329,3638,980,723,1004,931,86936,78557,812,309,158,7100,2385,254,2131
2021,Dover,E07000108,116411,2402,162,303,550,41,1346,837,546,176,115,1754,546,297,411,500,110419,105111,648,247,243,4170,999,136,863
2021,Gravesham,E07000109,106902,11999,690,352,8136,843,1978,6952,5235,847,870,2828,791,535,787,715,81893,73030,699,320,351,7493,3230,127,3103
2021,Maidstone,E07000110,175781,8213,649,655,2145,568,4196,3606,2567,643,396,4013,1316,611,978,1108,157864,144114,994,1009,273,11474,2085,249,1836
2021,Sevenoaks,E07000111,120515,3484,236,765,1326,252,905,1932,1332,370,230,3181,1347,337,655,842,111005,103116,1085,460,72,6272,913,158,755
2021,Folkestone and Hythe,E07000112,109759,4271,196,358,490,214,3013,682,385,203,94,2108,676,303,554,575,101614,96590,765,146,137,3976,1084,119,965
2021,Swale,E07000113,151677,2312,406,328,776,146,656,3487,2541,452,494,2741,757,415,814,755,142341,134385,855,925,177,5999,796,127,669
2021,Thanet,E07000114,140587,3259,254,448,941,272,1344,1481,859,453,169,3420,894,591,1042,893,130719,122796,1145,185,380,6213,1708,247,1461
2021,Tonbridge and Malling,E07000115,132201,3876,376,665,1547,289,999,1314,873,278,163,2943,1041,416,670,816,123287,116787,849,462,75,5114,781,169,612
2021,Tunbridge Wells,E07000116,115314,4566,548,681,1692,367,1278,1131,828,174,129,2949,1285,368,478,818,105562,97049,913,333,119,7148,1106,247,859
2021,Burnley,E07000117,94651,13930,2737,164,378,10102,549,326,180,95,51,1505,826,165,191,323,78112,73752,457,83,106,3714,778,157,621
2021,Chorley,E07000118,117733,2204,119,307,747,767,264,653,308,247,98,1773,520,236,649,368,112588,109449,630,57,58,2394,515,236,279
2021,Fylde,E07000119,81375,1173,75,242,383,174,299,331,189,66,76,1158,396,173,299,290,78332,75793,548,49,55,1887,381,97,284
2021,Hyndburn,E07000120,82237,12401,455,137,363,10825,621,224,160,40,24,1091,573,119,188,211,67984,65471,365,86,44,2018,537,167,370
2021,Lancaster,E07000121,142939,5155,355,1597,1629,613,961,1215,1019,125,71,2204,823,341,424,616,133063,125552,802,309,90,6310,1302,477,825
2021,Pendle,E07000122,95758,25573,302,161,242,24502,366,244,174,51,19,1488,885,95,231,277,67577,63320,342,97,126,3692,876,235,641
2021,Preston,E07000123,147834,29815,758,707,19047,7554,1749,3489,2355,827,307,4367,1321,506,1759,781,107321,97715,923,114,248,8321,2842,1157,1685
2021,Ribble Valley,E07000124,61565,1265,24,139,385,581,136,125,76,35,14,736,323,123,125,165,59256,57916,340,7,15,978,183,51,132
2021,Rossendale,E07000125,70868,3876,1587,209,226,1632,222,172,89,58,25,1043,425,153,265,200,65510,64073,509,28,14,886,267,77,190
2021,South Ribble,E07000126,111035,2307,59,327,1165,422,334,539,266,209,64,1908,632,237,750,289,105919,103089,617,25,56,2132,362,96,266
2021,West Lancashire,E07000127,117429,1232,36,264,447,119,366,388,245,100,43,1547,509,312,342,384,113795,108998,657,29,71,4040,467,148,319
2021,Wyre,E07000128,111946,1109,45,330,221,103,410,273,167,69,37,1135,367,202,302,264,109139,107171,487,71,31,1379,290,105,185
2021,Blaby,E07000129,102924,8497,59,518,6870,418,632,1594,980,440,174,2765,857,267,1051,590,88753,84746,561,90,55,3301,1315,177,1138
2021,Charnwood,E07000130,183970,22853,2677,1760,15735,654,2027,2840,2081,518,241,4660,1721,529,1355,1055,151459,143345,1038,70,165,6841,2158,609,1549
2021,Harborough,E07000131,97623,5298,68,233,4250,279,468,699,411,201,87,2003,762,182,602,457,88851,85474,554,193,22,2608,772,81,691
2021,Hinckley and Bosworth,E07000132,113641,3147,85,386,2018,221,437,692,423,187,82,1990,681,215,638,456,107180,103225,554,80,48,3273,632,93,539
2021,Melton,E07000133,51752,599,22,115,306,13,143,192,103,67,22,659,239,76,206,138,50142,48064,269,25,17,1767,160,35,125
2021,North West Leicestershire,E07000134,104707,1543,14,234,784,68,443,642,423,144,75,1592,576,174,530,312,100449,96430,454,129,63,3373,481,65,416
2021,Oadby and Wigston,E07000135,57747,16131,315,325,12189,2282,1020,1254,725,394,135,1873,730,194,541,408,36592,34512,360,10,18,1692,1897,382,1515
2021,Boston,E07000136,70505,1443,67,111,606,317,342,467,357,57,53,1015,261,176,283,295,66733,52540,161,142,193,13697,847,119,728
2021,East Lindsey,E07000137,142295,1134,109,271,282,112,360,292,148,108,36,1484,455,160,552,317,139100,136036,476,123,51,2414,285,54,231
2021,Lincoln,E07000138,103814,3347,322,788,788,302,1147,1466,1094,236,136,2068,657,373,470,568,95665,85891,652,145,159,8818,1268,320,948
2021,North Kesteven,E07000139,118072,1160,85,286,370,92,327,416,239,104,73,1368,450,218,373,327,114729,111304,510,57,28,2830,399,92,307
2021,South Holland,E07000140,95122,1176,66,205,467,66,372,517,324,118,75,1225,343,219,327,336,91623,80244,274,168,173,10764,581,50,531
2021,South Kesteven,E07000141,143405,2529,67,504,865,236,857,875,552,222,101,1951,590,318,531,512,137421,129741,681,107,70,6822,629,97,532
2021,West Lindsey,E07000142,95153,1136,17,186,547,118,268,333,183,106,44,1081,358,169,321,233,92261,89964,372,216,18,1691,342,88,254
2021,Breckland,E07000143,141477,1340,120,254,342,105,519,820,387,233,200,2051,482,456,515,598,136457,125516,654,204,145,9938,809,32,777
2021,Broadland,E07000144,131723,1831,179,436,554,69,593,684,474,95,115,1842,665,395,304,478,126869,123265,513,60,41,2990,497,97,400
2021,Great Yarmouth,E07000145,99750,1936,64,246,786,121,719,1104,857,105,142,1575,374,424,354,423,94361,88663,352,135,114,5097,774,75,699
2021,King's Lynn and West Norfolk,E07000146,154326,2886,103,400,1238,166,979,843,518,143,182,2022,526,429,450,617,147563,136966,655,417,139,9386,1012,152,860
2021,North Norfolk,E07000147,102978,565,23,151,110,14,267,183,96,59,28,978,310,172,247,249,101007,98403,471,86,32,2015,245,27,218
2021,Norwich,E07000148,143924,7867,839,1627,2570,528,2303,3578,2807,395,376,4519,1287,966,939,1327,125421,111623,885,214,214,12485,2539,900,1639
2021,South Norfolk,E07000149,141948,2562,150,552,977,133,750,1164,866,163,135,2094,745,369,391,589,135474,130292,519,150,72,4441,654,145,509
2021,Craven,E07000163,56927,972,18,96,205,500,153,87,47,22,18,569,208,85,128,148,55143,53690,244,48,12,1149,156,33,123
2021,Hambleton,E07000164,90692,664,21,145,190,65,243,244,122,56,66,741,283,104,149,205,88764,86678,353,111,15,1607,279,67,212
2021,Harrogate,E07000165,162668,2947,70,757,913,225,982,1036,688,211,137,2573,997,337,530,709,155244,147479,976,83,105,6601,868,170,698
2021,Richmondshire,E07000166,49781,1346,9,46,68,24,1199,440,167,132,141,462,150,81,103,128,46989,46027,196,33,12,721,544,38,506
